user_id,xp_points,level,engagement_score,current_streak,longest_streak,days_inactive,badges_count,events_attended,challenges_completed,churn
562,1774,5,47.97,0,8,14,3,4,2,1
563,1591,5,59.57,0,2,5,7,3,2,0
564,2636,8,71.78,0,12,0,5,6,3,0
565,687,2,6.33,0,3,30,4,0,0,1
566,2062,6,79.22,7,7,0,2,6,5,1
567,3101,10,71.92,0,11,2,4,3,3,0
568,2518,8,67.07,1,5,2,7,4,3,0
569,367,1,80.51,0,17,5,6,1,2,0
570,427,1,5.14,0,20,30,1,0,1,0
571,2118,7,62.83,0,3,10,5,0,1,1
572,1740,5,87.68,19,19,0,1,8,2,0
573,1360,4,68.6,0,10,10,6,2,2,0
574,2280,7,30.09,0,38,20,5,1,0,1
575,1467,4,84.09,0,12,7,3,3,4,0
576,1646,5,77.95,28,28,1,4,2,0,0
577,1690,5,71.59,1,9,0,2,3,6,0
578,1761,5,71.65,0,15,0,3,9,1,0
579,3196,10,84.78,2,2,2,5,3,2,0
580,2629,8,75.35,0,21,5,7,1,2,0
581,2262,7,17.89,0,1,45,0,0,0,1
582,1161,3,67.61,0,11,3,2,4,5,0
583,2948,9,13.99,0,4,60,1,0,0,1
584,1787,5,80.84,0,12,5,5,4,2,0
585,1533,5,100.0,4,25,0,7,4,2,0
586,1140,3,65.63,0,7,10,5,2,1,1
587,1834,6,74.86,9,12,2,6,6,3,0
588,2082,6,57.71,0,0,5,4,2,4,0
589,1096,3,62.3,12,12,1,4,7,3,0
590,1710,5,64.66,0,7,3,4,5,5,0
591,2045,6,39.47,0,0,20,3,4,2,1
592,1531,5,84.58,0,15,7,3,2,3,0
593,1094,3,77.4,2,10,2,5,4,2,0
594,389,1,1.08,0,11,45,0,0,0,1
595,898,2,25.37,0,7,30,8,1,0,1
596,1172,3,51.94,0,11,7,7,3,2,0
597,1637,5,80.87,0,3,2,2,2,2,1
598,808,2,91.36,0,5,0,6,5,6,0
599,1602,5,49.09,0,1,10,2,2,7,0
600,2946,9,88.91,0,12,3,6,2,0,0
601,1620,5,74.62,0,16,5,8,6,1,0
602,487,1,47.54,0,10,20,5,2,3,1
603,1586,5,40.89,0,4,20,2,4,0,1
604,2294,7,59.51,0,29,10,5,5,3,0
605,1854,6,81.82,17,17,0,9,3,1,0
606,988,3,73.83,19,19,0,1,5,4,0
607,2151,7,20.72,0,5,20,2,5,0,1
608,1650,5,1.49,0,8,60,1,0,0,1
609,2122,7,0.0,0,5,60,0,0,1,1
610,1866,6,56.45,0,7,5,5,3,2,0
611,1242,4,62.18,0,15,7,5,4,2,0
612,1289,4,33.06,0,31,10,4,1,3,1
613,2327,7,19.62,0,12,45,0,0,0,1
614,2326,7,24.79,0,4,20,1,2,1,1
615,794,2,65.57,22,22,0,9,3,3,0
616,257,1,11.39,0,22,30,0,1,2,1
617,1424,4,79.13,0,16,5,7,4,2,0
618,896,2,6.91,0,14,60,0,0,1,1
619,1639,5,66.32,0,3,3,6,3,3,0
620,2518,8,64.21,15,18,0,2,3,5,0
621,1674,5,78.33,8,20,0,3,5,4,0
622,2017,6,65.66,0,4,3,4,0,3,0
623,1907,6,73.84,21,21,0,4,6,2,0
624,2456,8,85.89,3,20,1,9,1,0,0
625,2343,7,48.46,0,29,14,5,2,2,1
626,603,2,23.8,0,23,30,3,4,2,1
627,587,1,69.66,0,25,5,2,1,5,0
628,1878,6,64.68,0,1,7,3,2,0,0
629,2015,6,31.46,0,0,20,3,2,0,1
630,121,1,64.9,0,12,7,3,3,4,1
631,109,1,31.02,0,6,45,2,0,0,1
632,1937,6,52.71,0,5,14,6,4,1,1
633,1541,5,17.8,0,5,30,3,2,2,1
634,710,2,18.12,0,11,20,3,6,0,1
635,1550,5,69.74,0,2,3,5,5,2,0
636,1653,5,80.94,14,14,0,6,7,3,0
637,1110,3,86.94,2,18,1,9,1,3,0
638,877,2,86.03,0,9,5,3,6,2,0
639,2346,7,63.32,0,12,7,4,3,3,0
640,1771,5,8.72,0,3,45,0,0,1,1
641,2841,9,50.44,0,3,10,5,2,1,0
642,865,2,18.73,0,5,30,2,1,1,1
643,1946,6,36.13,0,2,10,2,2,1,1
644,1849,6,72.49,0,29,0,2,8,2,0
645,899,2,72.64,0,1,5,4,2,4,0
646,2534,8,76.72,0,16,3,4,4,6,0
647,2807,9,6.66,0,5,45,0,0,0,1
648,602,2,64.73,0,15,10,2,2,2,0
649,608,2,41.83,0,1,20,2,4,2,1
650,139,1,72.65,0,17,0,9,2,4,0
651,947,3,77.19,0,5,5,6,0,3,0
652,1975,6,77.17,4,4,0,4,2,3,0
653,782,2,73.23,0,5,5,7,2,4,0
654,978,3,63.19,0,9,7,6,4,1,0
655,2086,6,86.28,0,18,3,5,1,2,0
656,2349,7,41.76,0,12,14,5,4,3,1
657,2476,8,65.14,0,14,14,5,4,1,1
658,1301,4,62.7,0,20,5,6,6,5,0
659,1242,4,58.32,0,35,7,8,1,2,1
660,1363,4,29.34,0,1,20,3,0,0,1
661,0,1,28.03,0,1,20,6,3,4,1
662,2342,7,54.07,0,4,3,3,9,3,0
663,2251,7,59.7,18,18,2,3,4,3,0
664,829,2,0.0,0,6,45,0,2,0,1
665,1806,6,62.59,0,1,3,7,2,2,0
666,2906,9,85.77,0,12,5,3,2,2,0
667,699,2,65.33,0,2,10,5,0,0,1
668,1844,6,69.02,0,0,7,7,2,2,1
669,1273,4,75.77,0,48,0,4,9,3,0
670,1234,4,71.98,0,0,5,3,4,1,0
671,1111,3,3.67,0,14,60,0,0,0,1
672,873,2,29.29,0,0,45,2,0,1,1
673,1526,5,30.21,0,0,20,2,1,0,1
674,1042,3,19.66,0,1,45,1,2,0,1
675,2028,6,79.98,0,9,3,4,1,0,0
676,178,1,0.0,0,19,60,1,2,0,1
677,1265,4,73.05,1,1,1,4,3,2,0
678,863,2,27.46,0,0,60,1,1,0,1
679,2009,6,50.25,0,6,10,4,1,0,0
680,874,2,46.21,0,1,14,2,2,1,1
681,520,1,1.07,0,30,30,3,0,3,1
682,717,2,3.88,0,2,45,0,0,1,1
683,2734,9,65.8,3,8,0,6,0,2,0
684,1803,6,75.84,11,18,1,3,8,4,0
685,2384,7,82.4,4,9,0,5,6,3,0
686,2876,9,6.45,0,4,30,0,3,0,1
687,1552,5,46.65,0,6,20,2,6,3,1
688,2283,7,75.0,25,25,1,2,3,1,0
689,2263,7,84.22,0,38,7,2,3,4,0
690,861,2,85.19,15,15,2,3,3,5,0
691,1353,4,75.87,0,32,3,6,3,2,0
692,1340,4,78.13,5,5,1,1,3,3,0
693,2130,7,98.88,3,9,1,6,2,3,0
694,1599,5,89.71,2,11,0,5,5,3,0
695,1789,5,24.9,0,5,20,1,3,4,1
696,1261,4,38.08,0,7,14,1,3,1,1
697,1389,4,40.26,0,1,10,6,3,0,0
698,2398,7,16.77,0,8,60,1,1,0,1
699,1458,4,12.81,0,9,30,1,2,0,1
700,697,2,22.19,0,4,45,0,1,0,1
701,1181,3,0.0,0,0,60,0,1,0,0
702,1630,5,67.2,0,9,5,5,6,3,0
703,2405,8,61.07,0,9,3,3,5,4,0
704,1402,4,13.52,0,15,45,0,0,0,1
705,576,1,42.17,0,16,10,5,3,2,0
706,954,3,89.02,4,24,1,3,4,2,0
707,2246,7,80.64,10,13,0,5,9,3,0
708,1285,4,71.07,0,10,5,3,5,5,0
709,228,1,83.99,17,17,0,5,3,0,0
710,2084,6,41.29,0,5,14,1,2,1,1
711,684,2,69.35,11,11,1,4,4,2,0
712,837,2,16.86,0,4,30,1,1,1,1
713,1944,6,100.0,38,38,0,4,7,4,0
714,1035,3,68.86,0,9,5,3,1,0,0
715,1387,4,74.14,8,9,1,5,3,1,0
716,1465,4,66.39,0,8,10,3,6,5,0
717,1452,4,10.47,0,0,60,0,0,0,1
718,1631,5,75.15,0,11,3,4,6,0,0
719,134,1,66.92,0,24,7,8,1,1,1
720,1813,6,69.65,1,12,0,6,4,1,0
721,1211,4,57.72,0,3,14,6,1,3,1
722,2646,8,76.91,2,2,2,7,2,1,0
723,2300,7,22.18,0,11,20,4,3,0,1
724,1588,5,72.37,0,3,10,6,4,3,0
725,674,2,78.88,8,8,1,2,3,8,0
726,248,1,75.63,2,2,1,8,2,1,0
727,1177,3,90.73,8,8,0,4,7,3,0
728,1409,4,93.49,20,20,1,6,4,7,0
729,1074,3,51.58,0,1,14,3,2,0,1
730,1878,6,0.0,0,9,60,0,0,0,1
731,1450,4,75.12,11,19,1,2,5,1,0
732,1366,4,55.86,0,2,5,4,4,3,0
733,0,1,15.01,0,8,60,0,1,0,1
734,1262,4,53.79,0,0,14,3,4,2,1
735,2014,6,86.41,24,24,2,4,3,2,0
736,2533,8,58.07,0,5,10,8,1,2,0
737,827,2,47.47,0,0,5,8,2,2,0
738,307,1,76.46,2,17,2,5,6,0,0
739,2797,9,74.8,2,25,0,8,1,3,0
740,1151,3,9.67,0,4,45,1,0,0,1
741,1229,4,54.32,0,1,14,2,2,3,1
742,891,2,60.71,0,2,10,11,0,1,1
743,796,2,70.76,0,8,3,3,8,7,0
744,2194,7,73.43,13,13,0,6,7,5,0
745,1660,5,74.33,0,4,2,4,3,0,0
746,1993,6,70.77,2,10,1,6,3,4,1
747,1696,5,67.57,6,6,0,5,3,3,0
748,1614,5,85.75,10,10,0,3,0,2,0
749,1594,5,0.0,0,3,45,0,0,0,1
750,1709,5,59.28,0,1,3,6,4,0,0
751,1148,3,68.31,0,7,7,6,5,0,0
752,2183,7,10.09,0,26,30,2,2,0,0
753,2385,7,55.0,0,5,5,7,3,0,0
754,2343,7,89.44,8,8,0,6,3,1,0
755,2444,8,17.75,0,9,20,3,4,0,1
756,926,3,92.39,6,6,2,4,5,2,0
757,812,2,90.5,28,28,1,3,8,3,0
758,2964,9,16.7,0,10,45,0,0,0,1
759,680,2,55.48,0,3,5,5,5,0,0
760,2669,8,39.18,0,59,7,4,2,1,1
761,273,1,62.36,2,2,2,6,2,7,0
762,21,1,62.28,0,0,5,4,3,2,1
763,531,1,24.28,0,10,60,0,0,0,1
764,1276,4,73.79,14,14,1,1,6,5,0
765,1646,5,53.96,0,17,3,9,5,4,1
766,1111,3,68.91,37,37,0,7,4,2,0
767,1600,5,78.18,7,7,0,6,5,3,0
768,2623,8,79.95,21,21,1,6,4,2,0
769,1076,3,18.05,0,6,30,1,2,0,1
770,1890,6,76.88,0,16,3,3,6,3,0
771,1525,5,68.56,11,27,1,4,5,0,0
772,945,3,73.01,0,2,7,4,3,2,0
773,0,1,56.42,0,1,5,2,3,1,0
774,1170,3,30.45,0,0,14,3,2,1,1
775,695,2,97.3,14,14,2,2,3,3,0
776,1606,5,74.7,0,2,10,7,3,4,0
777,1996,6,15.73,0,3,20,4,3,0,1
778,2182,7,59.72,0,0,7,7,5,2,0
779,2299,7,83.77,2,8,2,4,5,1,0
780,2816,9,72.65,0,20,2,6,4,4,0
781,933,3,82.69,8,17,0,5,2,2,0
782,1490,4,64.22,0,4,5,4,6,7,0
783,1114,3,77.43,2,5,2,9,3,3,0
784,758,2,69.66,1,1,2,5,3,3,0
785,1829,6,64.52,0,12,3,7,2,1,0
786,1698,5,62.93,0,9,7,3,4,5,0
787,2326,7,16.24,0,2,20,2,4,2,1
788,2374,7,52.56,0,25,14,6,2,4,0
789,1950,6,5.65,0,0,30,1,4,2,1
790,98,1,88.79,6,6,1,4,5,1,0
791,2253,7,80.77,4,7,0,9,3,6,0
792,1017,3,15.74,0,2,45,0,0,0,1
793,797,2,0.15,0,0,30,2,1,0,1
794,1320,4,88.25,3,3,1,5,9,2,0
795,1746,5,76.61,26,26,0,4,1,1,0
796,1855,6,0.0,0,1,45,1,0,0,0
797,1026,3,75.23,7,14,1,2,5,7,0
798,2335,7,3.86,0,4,60,0,0,0,1
799,727,2,79.87,8,8,1,5,3,0,0
800,1852,6,71.75,0,3,3,9,5,3,0
801,1547,5,70.77,0,3,3,6,2,3,0
802,0,1,88.65,9,9,0,7,4,5,0
803,1494,4,37.26,0,0,14,3,2,5,1
804,1223,4,88.5,3,6,0,7,3,3,0
805,1897,6,34.95,0,1,20,4,0,3,1
806,3021,10,76.42,2,12,1,6,0,1,0
807,1424,4,11.81,0,21,45,0,0,0,1
808,1217,4,69.77,0,17,5,4,7,1,0
809,812,2,16.79,0,4,30,1,2,1,1
810,2649,8,76.97,1,15,1,7,4,1,0
811,1500,5,8.1,0,6,30,1,1,0,1
812,984,3,70.21,1,9,1,6,2,1,0
813,1327,4,19.36,0,1,60,0,0,0,1
814,1675,5,80.35,2,2,0,4,3,2,0
815,1377,4,66.34,3,27,2,8,13,0,0
816,1779,5,78.42,1,14,2,4,4,1,0
817,1115,3,80.3,4,4,0,4,8,3,0
818,1545,5,39.42,0,17,14,3,6,2,1
819,1493,4,82.26,0,42,3,7,1,5,0
820,395,1,79.12,18,18,2,8,1,1,0
821,988,3,61.7,0,7,3,4,4,2,1
822,1258,4,75.92,0,6,5,5,3,5,0
823,2361,7,67.9,0,2,3,4,3,3,0
824,1795,5,45.77,0,12,5,4,5,1,0
825,1348,4,80.19,0,6,5,5,6,1,1
826,2631,8,63.4,0,3,5,4,10,1,0
827,1973,6,22.59,0,15,30,3,4,0,1
828,512,1,0.0,0,3,45,1,0,0,1
829,992,3,85.72,16,16,0,5,8,4,0
830,2440,8,21.35,0,8,30,4,1,1,1
831,2355,7,72.46,0,4,3,3,5,3,0
832,2377,7,5.72,0,3,60,0,1,0,1
833,1951,6,60.88,0,5,3,2,5,0,0
834,1766,5,43.41,0,26,7,4,2,4,0
835,1867,6,29.6,0,4,60,0,0,1,1
836,1248,4,68.26,0,5,10,3,2,2,0
837,2698,8,69.85,0,39,7,2,0,3,1
838,1433,4,90.97,15,18,0,4,10,5,0
839,92,1,82.34,4,4,1,7,3,2,0
840,1518,5,61.44,0,8,3,8,3,2,0
841,171,1,45.5,0,11,20,4,5,1,1
842,704,2,77.74,9,17,0,6,2,0,0
843,0,1,52.33,0,7,7,6,2,0,1
844,1413,4,78.84,4,7,0,4,1,1,0
845,759,2,52.38,0,6,10,8,3,1,0
846,1963,6,77.17,0,8,3,4,3,2,0
847,2251,7,12.77,0,5,20,6,2,2,1
848,325,1,9.65,0,7,60,0,0,0,1
849,799,2,53.76,0,0,14,6,5,2,1
850,1823,6,90.93,5,41,2,2,3,1,0
851,1531,5,21.99,0,21,30,2,2,1,1
852,0,1,52.87,0,1,10,4,5,0,1
853,629,2,47.52,0,0,14,5,3,2,1
854,1739,5,73.76,2,4,0,2,4,2,0
855,1212,4,92.81,0,8,3,3,3,3,0
856,948,3,74.47,6,6,2,4,4,1,0
857,2611,8,64.52,0,3,14,1,2,3,1
858,745,2,0.75,0,75,45,1,2,0,1
859,2129,7,34.6,0,6,20,4,2,2,1
860,1783,5,64.37,0,14,1,4,5,1,0
861,1808,6,52.92,8,8,0,4,4,3,0
862,2543,8,63.14,0,2,5,2,3,3,0
863,2323,7,5.28,0,8,30,2,2,1,1
864,247,1,100.0,40,40,0,4,2,3,0
865,2609,8,89.13,12,12,1,6,1,0,0
866,1290,4,6.64,0,15,20,7,6,3,1
867,257,1,76.29,7,7,1,6,3,2,0
868,2063,6,63.1,0,27,10,2,4,0,0
869,2507,8,45.95,0,0,14,1,1,2,1
870,2488,8,0.0,0,3,30,2,3,3,1
871,1408,4,79.89,1,6,0,5,7,4,0
872,2218,7,71.42,13,21,1,7,5,3,0
873,999,3,49.54,0,19,14,3,4,1,1
874,1547,5,57.99,0,19,10,3,0,1,1
875,702,2,85.32,0,11,7,4,4,2,0
876,357,1,68.42,13,13,1,8,2,4,0
877,2166,7,50.88,0,5,14,2,3,2,0
878,1541,5,81.27,15,15,0,7,5,1,0
879,2303,7,76.07,36,36,0,6,3,5,1
880,2152,7,41.76,0,4,20,2,3,0,1
881,1547,5,18.96,0,2,45,0,1,0,1
882,1371,4,60.62,0,3,3,5,6,1,0
883,2401,8,88.52,0,15,3,4,6,1,0
884,3154,10,62.12,0,9,14,4,6,2,1
885,1362,4,0.6,0,0,45,0,1,0,1
886,1297,4,96.19,14,14,0,7,1,2,0
887,316,1,63.31,0,9,3,5,1,0,0
888,2099,6,60.63,13,13,1,3,0,4,0
889,824,2,78.12,9,9,1,7,1,2,0
890,2568,8,54.75,0,14,7,3,2,2,0
891,1595,5,0.0,0,4,45,0,0,0,1
892,1861,6,74.8,0,3,3,5,1,5,0
893,1857,6,62.11,0,57,0,2,5,6,0
894,996,3,30.6,0,2,14,3,4,1,1
895,65,1,9.52,0,1,45,0,0,0,1
896,1267,4,14.22,0,11,30,0,0,2,1
897,1780,5,23.76,0,8,45,0,0,0,1
898,1152,3,61.7,10,10,0,9,1,3,0
899,893,2,35.21,0,0,14,2,1,3,1
900,1216,4,18.38,0,7,45,0,0,0,1
901,1502,5,4.75,0,2,45,0,0,0,1
902,2101,7,72.71,0,2,3,4,3,1,0
903,1214,4,70.71,1,21,2,6,6,1,0
904,602,2,0.0,0,0,30,0,2,0,1
905,1362,4,87.68,2,16,1,3,6,2,0
906,940,3,68.1,0,1,5,6,4,6,0
907,1733,5,17.95,0,8,30,3,3,3,1
908,1380,4,14.81,0,45,20,1,1,1,1
909,3043,10,61.47,0,16,7,5,3,4,0
910,2587,8,58.84,0,1,3,9,3,1,0
911,1901,6,63.78,9,29,0,5,3,6,0
912,785,2,70.87,0,0,10,7,1,3,0
913,940,3,60.84,0,2,3,9,6,3,0
914,1901,6,69.09,0,8,5,2,5,5,0
915,884,2,68.7,0,1,2,8,2,6,0
916,107,1,6.01,0,10,45,0,1,1,1
917,2953,9,83.23,21,21,0,5,5,2,0
918,783,2,76.03,0,12,3,7,3,2,0
919,730,2,46.35,0,4,14,6,4,0,1
920,1189,3,82.23,2,2,0,2,8,5,0
921,2251,7,70.79,8,18,1,6,0,2,0
922,1725,5,70.68,0,2,3,6,3,3,0
923,2811,9,57.47,0,13,7,8,0,3,1
924,1451,4,56.85,0,8,10,3,5,0,0
925,1795,5,80.12,11,11,0,4,3,3,0
926,197,1,12.3,0,9,20,1,1,2,1
927,1277,4,66.03,0,9,7,2,0,1,1
928,0,1,55.21,0,15,5,5,4,4,0
929,1574,5,76.42,0,3,3,5,5,3,0
930,2327,7,56.56,0,0,14,3,3,4,1
931,2417,8,87.91,35,35,0,3,3,3,0
932,1129,3,79.55,3,43,2,3,2,4,0
933,211,1,70.8,1,2,0,3,5,3,0
934,3135,10,0.25,0,15,30,3,2,0,1
935,3155,10,71.04,0,5,7,6,3,3,0
936,1690,5,84.17,0,0,7,3,2,6,0
937,2242,7,30.22,0,7,20,5,3,3,1
938,2315,7,67.85,0,1,7,4,4,1,0
939,1107,3,68.88,0,8,10,7,3,0,0
940,2516,8,80.78,3,4,1,7,3,3,0
941,2130,7,50.21,0,5,10,5,1,0,0
942,3740,10,14.91,0,20,30,0,1,1,1
943,2133,7,77.52,1,21,2,8,1,3,0
944,2552,8,97.73,2,2,2,6,3,1,0
945,1560,5,48.37,0,9,14,7,2,1,1
946,3462,10,55.38,0,18,14,1,7,4,1
947,1891,6,24.97,0,25,20,3,4,0,1
948,1030,3,68.75,0,6,7,8,4,2,0
949,2535,8,39.31,0,23,10,5,2,1,1
950,1883,6,50.4,0,7,14,5,5,1,1
951,1252,4,75.09,5,8,1,3,3,3,0
952,1938,6,87.26,15,15,0,7,5,3,0
953,2412,8,77.36,0,7,3,5,4,1,0
954,2308,7,53.34,0,4,20,4,2,3,1
955,875,2,5.12,0,30,30,2,2,1,1
956,0,1,2.97,0,13,60,0,2,0,1
957,1356,4,66.55,0,4,5,4,2,4,0
958,1320,4,71.23,1,16,1,6,9,3,0
959,1863,6,0.0,0,15,45,0,1,0,1
960,1131,3,17.86,0,22,60,0,0,0,1
961,791,2,81.05,5,34,0,5,10,3,0
962,771,2,89.94,9,9,0,2,7,4,0
963,4049,10,68.44,0,2,10,2,4,1,1
964,1449,4,53.98,0,8,7,3,2,6,0
965,295,1,76.52,0,4,3,6,7,6,1
966,1806,6,20.08,0,10,30,1,6,1,1
967,110,1,83.38,2,44,0,5,3,3,0
968,2261,7,68.78,0,7,7,9,4,5,0
969,1509,5,55.32,0,14,10,5,1,2,0
970,1037,3,31.35,0,5,60,0,0,0,1
971,1979,6,71.39,1,7,0,4,4,2,0
972,2076,6,72.71,0,7,5,3,4,1,0
973,2593,8,58.13,0,7,10,3,5,2,0
974,1984,6,80.3,5,5,2,6,2,6,0
975,2430,8,74.75,4,6,2,5,2,3,0
976,0,1,93.52,10,10,2,10,1,1,0
977,2905,9,95.46,2,7,0,8,0,1,0
978,2191,7,55.54,0,0,7,5,1,1,0
979,964,3,53.04,0,2,14,5,4,1,1
980,321,1,58.52,0,6,10,7,2,3,0
981,875,2,82.14,10,14,2,6,8,3,0
982,1425,4,26.31,0,25,14,2,2,0,1
983,3276,10,78.56,0,0,3,5,1,5,0
984,553,1,93.05,0,1,3,6,2,3,0
985,1390,4,68.13,0,42,7,2,2,3,0
986,1268,4,9.78,0,20,20,2,3,3,1
987,2447,8,68.38,0,2,5,2,2,4,0
988,1646,5,2.91,0,5,45,1,1,1,1
989,1853,6,64.2,0,7,7,8,7,6,0
990,1486,4,64.4,0,9,7,6,4,3,0
991,2826,9,90.48,10,13,0,9,1,3,0
992,0,1,83.66,8,8,2,4,3,4,1
993,1462,4,64.5,0,0,3,2,5,2,0
994,1492,4,12.84,0,10,60,0,0,0,1
995,0,1,27.38,0,4,20,3,1,2,1
996,778,2,23.0,0,18,60,1,0,0,1
997,0,1,39.77,0,8,14,5,2,2,1
998,1676,5,37.77,0,23,14,4,4,2,1
999,1709,5,76.69,7,13,0,6,2,2,0
1000,750,2,49.21,0,9,7,5,4,1,0
1001,1432,4,41.68,0,43,10,5,1,3,0
1002,789,2,87.78,3,3,1,4,2,4,1
1003,2479,8,26.17,0,8,20,3,3,2,1
1004,1016,3,76.65,2,2,0,6,2,5,0
1005,2035,6,58.06,0,9,5,3,1,2,0
1006,2095,6,63.83,13,13,2,3,3,1,0
1007,2622,8,71.56,0,56,2,2,5,6,0
1008,2411,8,22.74,0,3,14,3,1,0,1
1009,1934,6,88.52,0,1,3,4,5,6,0
1010,0,1,83.47,16,16,0,3,6,0,0
1011,2433,8,75.09,1,18,0,5,3,5,0
1012,1925,6,54.61,0,4,10,6,3,2,0
1013,1852,6,28.22,0,7,20,2,0,1,1
1014,396,1,0.0,0,2,30,1,1,1,1
1015,1356,4,91.59,4,7,1,4,3,2,0
1016,2138,7,64.22,0,20,10,7,3,4,0
1017,1128,3,8.19,0,31,45,0,0,0,1
1018,2716,9,7.37,0,12,45,1,0,0,1
1019,1460,4,36.36,0,27,20,6,3,0,1
1020,1944,6,38.6,0,11,20,3,2,5,1
1021,232,1,24.24,0,11,45,0,1,0,1
1022,0,1,0.45,0,4,30,1,0,2,1
1023,1614,5,54.93,0,7,7,1,2,2,0
1024,1203,4,77.69,5,22,0,9,7,4,0
1025,1269,4,73.74,10,10,2,8,3,6,0
1026,980,3,53.19,0,2,7,3,5,2,0
1027,975,3,84.99,0,2,0,6,8,5,0
1028,614,2,74.51,0,2,7,2,5,4,0
1029,955,3,26.89,0,1,20,2,1,2,1
1030,1609,5,45.98,0,1,10,2,2,1,0
1031,872,2,13.37,0,5,20,1,5,1,1
1032,2399,7,42.13,0,36,20,2,3,3,1
1033,0,1,69.33,20,20,1,5,3,5,0
1034,320,1,8.35,0,11,30,2,2,0,1
1035,2163,7,58.68,2,14,2,4,5,4,0
1036,2137,7,17.18,0,7,30,2,3,1,1
1037,350,1,90.78,0,2,1,2,8,5,0
1038,2574,8,56.26,0,9,7,1,4,1,0
1039,1761,5,86.11,0,9,3,3,10,4,0
1040,154,1,88.16,4,4,2,4,2,4,0
1041,1165,3,66.28,10,10,2,3,3,1,0
1042,1697,5,64.49,0,9,5,5,4,4,0
1043,1695,5,88.86,0,1,3,5,4,2,0
1044,1002,3,87.86,0,4,3,5,7,2,0
1045,2002,6,7.09,0,11,60,0,0,0,0
1046,2478,8,65.28,4,8,2,7,6,6,0
1047,1996,6,22.1,0,21,45,0,0,0,1
1048,1580,5,51.78,0,3,20,1,2,3,1
1049,945,3,50.77,0,0,14,4,3,1,1
1050,750,2,76.1,3,6,2,8,6,3,0
1051,1329,4,42.12,0,7,14,7,7,2,1
1052,526,1,36.66,0,47,14,8,3,5,1
1053,1524,5,0.0,0,1,30,4,2,0,1
1054,2081,6,56.9,5,17,1,7,5,4,0
1055,1740,5,28.06,0,40,60,0,0,2,1
1056,1515,5,64.83,2,4,0,10,3,1,0
1057,1559,5,23.73,0,10,20,1,2,1,0
1058,2114,7,71.64,4,4,2,9,6,3,0
1059,3082,10,0.0,0,11,60,1,1,0,1
1060,1508,5,14.23,0,0,30,3,3,3,1
1061,1243,4,75.65,2,10,0,6,10,6,0
1062,1548,5,30.17,0,37,20,2,1,2,1
1063,1957,6,51.29,0,0,5,1,3,1,0
1064,2900,9,32.66,0,8,14,6,3,2,1
1065,1388,4,45.23,0,16,5,2,5,5,0
1066,901,3,9.26,0,13,60,1,0,0,1
1067,2103,7,78.42,7,12,0,6,3,3,0
1068,1749,5,68.95,0,2,7,7,3,0,0
1069,176,1,67.6,0,1,5,7,4,3,0
1070,2449,8,80.92,18,18,0,2,4,2,0
1071,2155,7,86.96,1,1,1,2,1,2,0
1072,1347,4,60.37,0,5,10,3,0,4,1
1073,703,2,74.72,0,35,7,3,3,1,0
1074,1676,5,74.57,0,1,5,4,1,1,0
1075,0,1,61.17,0,16,3,3,7,3,0
1076,2178,7,62.64,6,39,2,4,4,0,0
1077,2108,7,40.05,0,40,7,4,3,5,0
1078,2678,8,60.8,8,25,2,3,7,2,0
1079,1243,4,39.6,0,16,14,3,1,3,1
1080,1861,6,82.67,3,11,0,4,3,7,0
1081,121,1,13.11,0,1,60,2,0,0,0
1082,2706,9,68.41,0,2,3,6,2,3,0
1083,1509,5,17.37,0,7,20,3,1,2,1
1084,1666,5,14.86,0,52,45,0,0,0,1
1085,2496,8,14.66,0,19,30,1,1,0,0
1086,1275,4,74.91,1,5,1,6,2,4,0
1087,2848,9,22.33,0,20,60,1,0,0,1
1088,1493,4,18.0,0,4,20,6,3,4,1
1089,1934,6,9.73,0,29,60,0,0,0,0
1090,1337,4,58.46,0,11,7,7,6,2,0
1091,1360,4,72.74,0,13,0,6,6,2,0
1092,1745,5,63.34,0,9,14,5,6,3,1
1093,2039,6,62.16,0,8,10,6,1,2,0
1094,1963,6,40.46,0,5,7,5,3,1,0
1095,1003,3,25.84,0,5,14,3,4,1,1
1096,1009,3,54.43,0,4,7,5,1,1,0
1097,2339,7,48.3,0,0,14,4,2,1,1
1098,1197,3,88.64,2,22,0,4,6,2,0
1099,702,2,72.17,0,2,5,4,9,1,0
1100,860,2,27.13,0,3,45,0,1,0,1
1101,992,3,68.95,0,2,7,3,3,2,0
1102,2265,7,75.52,7,7,1,2,5,3,0
1103,1277,4,80.76,0,6,3,6,3,2,0
1104,1676,5,58.63,0,0,7,6,1,5,0
1105,1301,4,53.35,0,9,14,2,1,2,1
1106,1995,6,36.7,0,1,20,3,1,3,1
1107,2787,9,45.65,0,17,7,2,3,3,0
1108,3058,10,75.7,2,2,1,8,0,4,0
1109,2443,8,22.49,0,30,30,1,2,0,1
1110,0,1,77.15,7,9,2,4,1,4,0
1111,2397,7,52.12,0,5,5,4,2,1,0
1112,94,1,83.11,13,13,0,4,3,3,0
1113,820,2,59.65,0,7,14,5,6,3,1
1114,699,2,62.97,10,10,2,4,2,5,0
1115,3214,10,69.4,0,9,10,3,2,0,0
1116,1815,6,26.76,0,9,20,2,2,2,1
1117,1254,4,83.37,43,43,1,7,5,6,0
1118,1521,5,74.38,0,0,3,4,1,2,0
1119,1673,5,76.17,12,12,2,8,2,1,0
